image_names,tags
stitch_1029, agriculture cultivation habitation partly_cloudy primary road agriculture clear cultivation primary clear primary 
stitch_1030,clear primary clear primary clear primary clear primary water 
stitch_1031,agriculture clear primary clear primary agriculture habitation partly_cloudy primary  
stitch_1032,agriculture clear cultivation primary agriculture clear primary road clear primary clear primary 
stitch_1033,partly_cloudy primary  clear primary clear primary water 
stitch_1034,clear primary water clear primary water clear primary water agriculture clear cultivation primary 
stitch_1035,agriculture clear cultivation primary agriculture clear cultivation primary road selective_logging clear primary agriculture clear primary 
stitch_1036,agriculture clear primary artisinal_mine bare_ground clear primary water agriculture clear habitation primary road clear primary road selective_logging water 
stitch_1037,agriculture partly_cloudy primary partly_cloudy primary water clear primary water partly_cloudy primary 
stitch_1038,cloud haze
stitch_1039,clear primary partly_cloudy primary agriculture clear primary road clear primary 
stitch_1040,clear primary water clear primary clear primary clear primary 
stitch_1041,clear primary partly_cloudy primary partly_cloudy primary agriculture clear primary 
stitch_1042,agriculture cultivation partly_cloudy primary clear primary clear primary clear primary 
stitch_1043,partly_cloudy primary water  partly_cloudy primary clear primary 
stitch_1044,clear primary   clear primary 
stitch_1045,clear primary partly_cloudy primary water agriculture clear primary water agriculture clear cultivation habitation primary road water 
stitch_1046,agriculture clear primary road water agriculture clear primary  partly_cloudy primary 
stitch_1047,clear primary clear primary road water agriculture habitation partly_cloudy primary road water partly_cloudy primary 
stitch_1048,agriculture partly_cloudy primary road partly_cloudy primary agriculture clear cultivation primary partly_cloudy primary 
stitch_1049,clear bare_ground partly_cloudy primary road water clear primary water partly_cloudy primary water 
stitch_1050,partly_cloudy primary clear primary agriculture clear cultivation primary clear primary 
stitch_1051,agriculture clear cultivation primary water  clear primary agriculture clear primary road water 
stitch_1052,agriculture clear habitation primary road agriculture clear primary agriculture clear primary clear primary 
stitch_1053,partly_cloudy primary agriculture partly_cloudy primary  partly_cloudy primary 
stitch_1054,clear primary clear primary agriculture clear primary agriculture clear cultivation habitation primary 
stitch_1055,clear primary clear primary clear primary agriculture clear habitation primary road 
stitch_1056,partly_cloudy primary clear cultivation primary blooming clear primary partly_cloudy primary water 
stitch_1057,clear primary agriculture clear primary road agriculture clear habitation primary road blooming clear primary 
stitch_1058,clear primary clear cultivation primary clear primary partly_cloudy primary 
stitch_1059,partly_cloudy primary clear primary clear primary clear cultivation primary water 
stitch_1060,agriculture clear primary clear primary agriculture clear cultivation primary agriculture clear primary 
stitch_1061,clear cultivation primary partly_cloudy primary agriculture clear cultivation habitation primary road water clear primary 
stitch_1062,partly_cloudy primary agriculture clear primary road clear primary partly_cloudy primary 
stitch_1063,clear primary clear habitation primary road agriculture clear cultivation primary  
stitch_1064,cloud haze
stitch_1065,clear primary clear primary water partly_cloudy primary  
stitch_1066,agriculture cultivation partly_cloudy primary clear primary clear primary agriculture clear habitation primary road 
stitch_1067,cloud haze
stitch_1068,clear primary bare_ground clear primary water agriculture partly_cloudy primary clear primary 
stitch_1069, partly_cloudy primary agriculture clear primary road water clear primary 
stitch_1070,clear habitation primary water  clear primary agriculture clear primary water 
stitch_1071,clear primary clear primary agriculture clear cultivation primary agriculture clear cultivation primary 
stitch_1072,agriculture clear primary road water partly_cloudy primary clear primary road water clear primary water 
stitch_1073,cloud haze
stitch_1074, clear primary clear primary partly_cloudy primary 
stitch_1075,partly_cloudy primary water clear primary agriculture clear primary  
stitch_1076,partly_cloudy primary partly_cloudy primary water clear primary partly_cloudy primary 
stitch_1077,agriculture clear habitation primary road clear primary partly_cloudy primary agriculture clear primary water 
stitch_1078,agriculture partly_cloudy primary road clear primary water clear primary selective_logging water agriculture bare_ground clear habitation primary road 
stitch_1079,agriculture partly_cloudy primary road clear primary clear primary agriculture clear cultivation primary 
stitch_1080,clear primary clear primary agriculture clear primary road clear primary 
stitch_1081,agriculture cultivation partly_cloudy primary water partly_cloudy primary agriculture partly_cloudy primary water agriculture partly_cloudy primary road 
stitch_1082,agriculture clear cultivation habitation primary road partly_cloudy primary clear primary clear primary 
stitch_1083,clear primary agriculture clear cultivation primary  clear primary water 
stitch_1084,clear primary agriculture clear cultivation habitation primary road water clear primary agriculture partly_cloudy primary road 
stitch_1085,agriculture clear primary road clear primary clear primary agriculture clear habitation primary road 
stitch_1086,clear primary agriculture clear primary water agriculture clear primary water  
stitch_1087,agriculture partly_cloudy primary  agriculture clear agriculture partly_cloudy primary road 
stitch_1088,agriculture clear cultivation habitation primary road agriculture clear primary agriculture clear primary road clear primary 
stitch_1089,clear primary clear primary water partly_cloudy primary  
stitch_1090,agriculture clear habitation primary road clear primary  clear primary 
stitch_1091,clear primary clear primary road water cultivation partly_cloudy primary water clear primary 
stitch_1092,agriculture clear cultivation primary agriculture partly_cloudy primary partly_cloudy primary clear primary 
stitch_1093,  partly_cloudy primary clear primary 
stitch_1094,clear primary  clear cultivation primary road partly_cloudy primary 
stitch_1095,agriculture clear primary road  agriculture clear habitation primary road water clear primary 
stitch_1096,clear water clear primary partly_cloudy primary clear primary 
stitch_1097,agriculture artisinal_mine clear primary road agriculture bare_ground clear habitation road partly_cloudy primary clear primary 
stitch_1098,clear primary clear primary  clear primary 
stitch_1099,agriculture clear primary water clear primary agriculture clear primary road  
stitch_1100,agriculture clear primary agriculture clear primary road water agriculture clear primary agriculture partly_cloudy primary 
stitch_1101,clear primary  clear primary clear primary 
stitch_1102,clear primary  clear primary clear primary 
stitch_1103,agriculture clear primary partly_cloudy primary  clear primary 
stitch_1104,clear primary water agriculture clear primary road clear primary clear primary 
stitch_1105,agriculture clear primary clear primary agriculture clear primary road clear primary blooming 
stitch_1106,clear primary clear primary partly_cloudy primary agriculture partly_cloudy primary road 
stitch_1107,agriculture clear cultivation primary clear primary agriculture clear primary road  
stitch_1108,clear primary clear primary clear primary clear water 
stitch_1109,partly_cloudy primary road water   partly_cloudy primary water 
stitch_1110,agriculture partly_cloudy primary water clear primary clear primary agriculture clear primary water 
stitch_1111,agriculture partly_cloudy primary road agriculture clear primary road clear cultivation habitation primary road partly_cloudy primary 
stitch_1112, agriculture partly_cloudy primary road water agriculture clear habitation primary road agriculture clear cultivation primary road 
stitch_1113,agriculture clear primary road water partly_cloudy primary water agriculture clear road water agriculture clear habitation primary road 
stitch_1114,clear primary  clear primary partly_cloudy primary 
stitch_1115,agriculture clear primary road slash_burn agriculture clear habitation primary road water agriculture clear primary agriculture clear primary 
stitch_1116,clear primary partly_cloudy primary clear primary clear primary 
stitch_1117,agriculture clear cultivation habitation primary road clear primary  partly_cloudy primary road 
stitch_1118,agriculture clear primary water agriculture clear cultivation primary agriculture clear habitation primary clear primary 
stitch_1119, partly_cloudy primary water clear primary agriculture clear primary road 
stitch_1120, clear primary clear primary clear primary road water 
stitch_1121, agriculture clear cultivation habitation primary road clear primary clear primary 
stitch_1122,cloud haze
stitch_1123,clear primary agriculture clear cultivation primary clear primary clear primary 
stitch_1124, agriculture partly_cloudy primary blow_down agriculture clear habitation primary road agriculture clear cultivation primary road water 
stitch_1125,clear primary clear primary clear primary clear primary 
stitch_1126,agriculture partly_cloudy primary water agriculture clear primary clear cultivation primary  
stitch_1127,agriculture clear primary water clear primary clear primary clear primary selective_logging 
stitch_1128,partly_cloudy primary agriculture clear cultivation primary road clear cultivation primary slash_burn agriculture clear primary 
stitch_1129,clear primary agriculture partly_cloudy primary road agriculture clear primary road clear primary water 
stitch_1130,clear primary clear primary clear habitation road water bare_ground clear 
stitch_1131,agriculture clear habitation primary road water clear primary agriculture bare_ground habitation partly_cloudy primary road clear primary selective_logging 
stitch_1132,clear primary partly_cloudy primary agriculture partly_cloudy primary agriculture partly_cloudy primary road 
stitch_1133,clear primary partly_cloudy primary  partly_cloudy primary water 
stitch_1134,partly_cloudy primary water clear primary agriculture clear cultivation primary road clear primary 
stitch_1135,agriculture clear primary road agriculture clear primary clear primary water agriculture clear cultivation primary 
stitch_1136,agriculture clear road clear primary clear primary clear primary 
stitch_1137,agriculture clear primary road cultivation partly_cloudy primary water clear primary agriculture clear primary 
stitch_1138,partly_cloudy primary agriculture clear primary partly_cloudy primary agriculture clear primary 
stitch_1139,partly_cloudy primary clear primary agriculture clear primary clear primary 
stitch_1140,agriculture clear cultivation primary road clear primary clear primary clear primary 
stitch_1141,clear primary road water artisinal_mine clear primary road agriculture clear primary clear primary 
stitch_1142,clear cultivation primary agriculture clear habitation primary road clear primary agriculture clear cultivation primary selective_logging 
stitch_1143,clear primary agriculture clear habitation primary road agriculture clear habitation road agriculture clear primary road 
stitch_1144, clear primary partly_cloudy primary partly_cloudy primary 
stitch_1145,agriculture partly_cloudy primary clear primary agriculture clear habitation primary partly_cloudy primary 
stitch_1146,agriculture clear primary road  agriculture clear primary  
stitch_1147,bare_ground clear road agriculture clear primary road clear cultivation primary clear primary 
stitch_1148, partly_cloudy primary water agriculture clear primary road partly_cloudy primary 
stitch_1149,clear primary agriculture clear habitation primary road agriculture clear primary water agriculture clear primary road water 
stitch_1150,clear primary clear primary agriculture clear primary  
stitch_1151,agriculture habitation partly_cloudy primary road clear primary clear primary clear primary 
stitch_1152,agriculture clear primary road  clear primary agriculture clear cultivation primary 
stitch_1153,agriculture clear cultivation primary clear primary clear primary  
stitch_1154,clear primary agriculture clear cultivation primary clear primary clear primary 
stitch_1155,clear primary clear primary clear primary partly_cloudy primary 
stitch_1156,cloud haze
stitch_1157, artisinal_mine clear primary water artisinal_mine bare_ground clear primary water agriculture clear primary road water 
stitch_1158,agriculture partly_cloudy primary water  clear primary road water clear cultivation primary 
stitch_1159,clear primary clear primary clear primary water clear primary 
stitch_1160,clear primary water  agriculture clear primary water agriculture clear cultivation primary 
stitch_1161,agriculture cultivation partly_cloudy primary road water agriculture clear primary slash_burn agriculture clear primary road slash_burn water partly_cloudy primary 
stitch_1162,agriculture clear primary clear primary clear primary agriculture clear primary road 
stitch_1163,agriculture clear primary road water agriculture clear primary water agriculture partly_cloudy primary partly_cloudy primary road 
stitch_1164,cloud haze
stitch_1165,clear primary selective_logging clear primary clear primary bare_ground clear habitation primary water 
stitch_1166,partly_cloudy primary partly_cloudy primary agriculture cultivation partly_cloudy primary road clear primary 
stitch_1167,clear primary clear primary road clear primary agriculture clear cultivation primary 
stitch_1168,clear habitation road water partly_cloudy primary cultivation partly_cloudy primary clear primary 
stitch_1169,agriculture clear cultivation primary agriculture clear primary partly_cloudy primary clear cultivation habitation primary water 
stitch_1170,blooming clear primary water partly_cloudy primary agriculture bare_ground partly_cloudy road clear primary 
stitch_1171,agriculture clear primary road artisinal_mine bare_ground clear primary selective_logging water agriculture partly_cloudy primary agriculture clear primary 
stitch_1172, agriculture clear cultivation primary clear primary clear primary 
stitch_1173,clear primary clear primary water clear primary clear primary 
stitch_1174,clear primary partly_cloudy primary clear primary clear primary water 
stitch_1175,partly_cloudy primary bare_ground clear habitation primary partly_cloudy primary road agriculture partly_cloudy primary 
stitch_1176,clear primary agriculture partly_cloudy primary agriculture clear primary water clear primary 
stitch_1177,agriculture clear primary water clear primary clear primary clear primary 
stitch_1178,agriculture partly_cloudy primary partly_cloudy primary clear primary  
stitch_1179,clear primary water  clear primary partly_cloudy primary 
stitch_1180,agriculture cultivation partly_cloudy primary clear primary agriculture clear primary  
stitch_1181,blooming clear primary clear water partly_cloudy primary partly_cloudy primary 
stitch_1182,cloud haze
stitch_1183,agriculture clear cultivation primary  clear primary water partly_cloudy primary road water 
stitch_1184,agriculture partly_cloudy primary road clear primary clear primary water clear primary 
stitch_1185, clear primary clear primary agriculture clear cultivation habitation primary 
stitch_1186,partly_cloudy primary partly_cloudy primary  clear primary 
stitch_1187,agriculture clear cultivation habitation primary road agriculture clear primary road agriculture clear habitation primary road clear primary 
stitch_1188,clear primary agriculture clear habitation primary road clear primary agriculture partly_cloudy primary 
stitch_1189,clear primary partly_cloudy primary  clear cultivation primary 
stitch_1190,clear primary clear primary clear primary clear primary 
stitch_1191,clear primary clear primary   
stitch_1192,clear primary partly_cloudy primary clear primary partly_cloudy primary 
stitch_1193,clear primary partly_cloudy primary clear primary agriculture clear habitation primary road 
stitch_1194,clear primary clear primary agriculture cultivation partly_cloudy primary clear primary 
stitch_1195,clear primary clear primary clear primary clear primary 
stitch_1196,clear primary partly_cloudy primary agriculture partly_cloudy primary road clear primary 
stitch_1197, clear water clear cultivation primary agriculture clear cultivation primary 
stitch_1198, clear habitation road agriculture clear primary road agriculture partly_cloudy primary water 
stitch_1199,agriculture clear cultivation primary road clear primary clear primary partly_cloudy primary 
stitch_1200, clear primary clear primary  
stitch_1201,clear primary clear primary agriculture clear primary partly_cloudy primary 
stitch_1202,agriculture clear primary road water  agriculture clear primary road clear primary 
stitch_1203,partly_cloudy primary clear primary water clear primary agriculture clear primary slash_burn 
stitch_1204,agriculture clear cultivation habitation primary clear primary agriculture clear habitation primary road clear water 
stitch_1205,agriculture clear primary water agriculture clear primary road blow_down clear primary blow_down clear primary 
stitch_1206,cloud haze
stitch_1207, agriculture clear primary road clear primary clear primary water 
stitch_1208,agriculture clear primary road partly_cloudy primary  clear primary water 
stitch_1209,clear primary agriculture clear habitation primary road agriculture clear primary agriculture clear primary 
stitch_1210,clear primary clear primary clear primary  
stitch_1211,partly_cloudy primary water agriculture habitation partly_cloudy primary road partly_cloudy primary partly_cloudy primary 
stitch_1212,clear primary agriculture clear habitation primary blow_down clear primary clear primary 
stitch_1213,agriculture clear cultivation habitation primary road clear primary road partly_cloudy primary water clear cultivation primary water 
stitch_1214,partly_cloudy primary road water agriculture cultivation habitation partly_cloudy primary road agriculture clear primary water partly_cloudy primary 
stitch_1215,clear primary clear primary clear primary partly_cloudy primary 
stitch_1216,clear primary clear primary agriculture partly_cloudy primary  
stitch_1217,agriculture clear primary agriculture clear primary  clear primary 
stitch_1218,cloud haze
stitch_1219,partly_cloudy primary agriculture clear cultivation primary partly_cloudy primary road water clear primary 
stitch_1220,partly_cloudy primary clear primary clear primary partly_cloudy primary 
stitch_1221,agriculture clear habitation primary road  bare_ground clear clear primary water 
stitch_1222,clear primary clear primary clear primary habitation partly_cloudy primary road water 
stitch_1223,agriculture clear habitation primary road agriculture clear habitation primary road agriculture clear cultivation primary water agriculture clear habitation primary road 
stitch_1224, agriculture clear primary road agriculture clear primary agriculture clear habitation primary water 
stitch_1225,clear primary partly_cloudy primary clear primary agriculture clear primary road water 
stitch_1226,agriculture bare_ground clear habitation primary road agriculture clear cultivation primary slash_burn  clear primary 
stitch_1227,clear primary partly_cloudy primary  agriculture clear cultivation habitation primary road 
stitch_1228,clear primary artisinal_mine bare_ground clear primary water agriculture partly_cloudy primary road clear primary water 
stitch_1229,clear primary clear primary partly_cloudy primary clear primary 
stitch_1230,agriculture partly_cloudy primary water cultivation partly_cloudy primary agriculture clear primary  
stitch_1231,clear primary blooming clear primary clear primary selective_logging agriculture clear primary 
stitch_1232,clear primary partly_cloudy primary agriculture clear cultivation primary clear primary 
stitch_1233,agriculture partly_cloudy primary clear primary agriculture cultivation partly_cloudy primary clear primary 
stitch_1234,agriculture clear habitation primary road clear primary water clear primary clear primary 
stitch_1235,clear primary clear primary partly_cloudy primary water clear primary 
stitch_1236,clear water agriculture clear primary water clear primary agriculture clear cultivation habitation primary road 
stitch_1237,clear primary agriculture clear primary clear primary partly_cloudy primary 
stitch_1238, clear primary water agriculture clear primary road water partly_cloudy primary 
stitch_1239,agriculture clear primary road agriculture clear habitation primary road agriculture habitation partly_cloudy primary road blooming clear primary 
stitch_1240, partly_cloudy primary agriculture clear cultivation primary blooming clear primary selective_logging 
stitch_1241,agriculture clear primary road water clear primary clear primary partly_cloudy primary 
stitch_1242,agriculture clear primary road water  clear primary clear primary 
stitch_1243,clear primary  partly_cloudy primary clear primary water 
stitch_1244,clear primary clear primary clear primary clear habitation primary 
stitch_1245,clear primary  clear primary partly_cloudy primary 
stitch_1246,clear cultivation primary water agriculture blow_down clear primary blooming clear primary clear primary 
stitch_1247,clear primary clear primary clear primary water partly_cloudy primary 
stitch_1248,clear primary road water partly_cloudy primary agriculture blooming clear habitation primary road agriculture clear habitation primary road 
stitch_1249,clear primary clear primary  agriculture clear primary water 
stitch_1250,agriculture clear primary agriculture clear road partly_cloudy primary clear primary 
stitch_1251,clear primary clear primary clear primary clear primary 
stitch_1252,partly_cloudy primary   clear primary water 
stitch_1253,clear primary water agriculture clear primary water clear primary clear habitation primary road 
stitch_1254,clear primary partly_cloudy primary agriculture clear primary water clear primary 
stitch_1255,partly_cloudy primary  habitation partly_cloudy primary road clear primary 
stitch_1256,clear conventional_mine habitation primary road  agriculture clear cultivation habitation primary road clear primary 
stitch_1257,agriculture clear cultivation primary road clear primary clear primary water partly_cloudy primary 
stitch_1258, agriculture habitation partly_cloudy primary partly_cloudy primary partly_cloudy primary water 
stitch_1259,agriculture clear cultivation primary road water clear primary slash_burn clear primary water clear primary 
stitch_1260, clear primary agriculture clear primary road clear primary 
stitch_1261,clear primary agriculture partly_cloudy primary water clear primary  
stitch_1262,clear primary water clear primary blooming clear primary agriculture partly_cloudy primary water 
stitch_1263,clear primary road water  partly_cloudy primary clear primary 
stitch_1264,agriculture clear cultivation primary agriculture clear primary clear primary clear primary 
stitch_1265,partly_cloudy primary water clear primary clear primary clear primary 
stitch_1266,agriculture cultivation cultivation partly_cloudy primary road agriculture clear habitation primary road water partly_cloudy primary road clear primary 
stitch_1267,agriculture clear primary water partly_cloudy primary partly_cloudy primary  
stitch_1268,agriculture clear primary road clear cultivation primary partly_cloudy primary water agriculture clear primary road 
stitch_1269,clear primary agriculture bare_ground clear habitation road clear primary road agriculture bare_ground clear habitation primary road 
stitch_1270,clear primary road agriculture clear primary road  partly_cloudy primary 
stitch_1271,clear primary clear primary clear primary agriculture clear primary 
stitch_1272, clear primary clear cultivation primary road clear cultivation primary 
stitch_1273,agriculture clear habitation road partly_cloudy primary agriculture clear primary water clear cultivation primary 
stitch_1274,blooming partly_cloudy primary agriculture clear cultivation primary road clear primary clear primary 
stitch_1275,agriculture clear primary water clear cultivation primary water  agriculture clear habitation primary road 
stitch_1276,clear primary clear habitation primary agriculture clear primary agriculture clear cultivation primary road 
stitch_1277,clear primary clear primary bare_ground clear primary bare_ground clear primary road 
stitch_1278,clear cultivation primary water clear primary water partly_cloudy primary clear primary 
stitch_1279,clear primary water clear habitation primary water clear primary road  
stitch_1280,clear primary water agriculture clear habitation primary road clear primary clear primary 
stitch_1281,clear primary agriculture clear cultivation primary clear primary partly_cloudy primary water 
stitch_1282,clear habitation primary road clear primary road clear primary partly_cloudy primary 
stitch_1283,partly_cloudy primary clear primary clear primary road clear primary 
stitch_1284,clear primary clear primary clear primary agriculture partly_cloudy primary road 
stitch_1285,agriculture partly_cloudy primary road agriculture clear primary agriculture clear cultivation primary partly_cloudy primary 
stitch_1286,clear primary agriculture clear primary road clear primary  
stitch_1287,agriculture clear primary road clear primary  agriculture clear 
stitch_1288,clear primary  agriculture partly_cloudy primary road water agriculture clear habitation primary road water 
stitch_1289,agriculture clear habitation primary road agriculture clear cultivation habitation primary agriculture clear cultivation primary water agriculture clear cultivation primary road 
stitch_1290,agriculture clear primary partly_cloudy primary road water partly_cloudy primary clear primary 
stitch_1291,clear primary partly_cloudy primary agriculture clear primary water clear primary 
stitch_1292,agriculture clear habitation primary road water partly_cloudy primary water agriculture clear cultivation primary clear primary 
stitch_1293,clear primary road clear primary  artisinal_mine clear primary water 
stitch_1294,partly_cloudy primary road clear primary  agriculture clear cultivation primary 
stitch_1295,  clear primary clear primary 
stitch_1296,agriculture clear cultivation primary agriculture clear primary road clear primary agriculture clear primary 
stitch_1297,clear primary agriculture clear primary water partly_cloudy primary agriculture clear primary 
stitch_1298,partly_cloudy primary clear primary agriculture clear cultivation primary agriculture clear cultivation habitation primary 
stitch_1299,clear primary clear primary agriculture clear cultivation primary clear primary 
stitch_1300,partly_cloudy primary water clear water clear primary agriculture clear primary water 
stitch_1301,agriculture clear primary road bare_ground clear primary  clear primary water 
stitch_1302,clear primary agriculture clear primary water clear primary partly_cloudy primary water 
stitch_1303,clear primary clear cultivation primary clear primary bare_ground clear primary 
stitch_1304, agriculture clear cultivation primary water clear primary clear primary 
stitch_1305, partly_cloudy primary clear habitation primary road clear primary 
stitch_1306, clear cultivation habitation primary water  agriculture clear primary 
stitch_1307, agriculture clear cultivation primary clear primary agriculture clear primary road 
stitch_1308,agriculture clear primary road water partly_cloudy primary water clear primary  
stitch_1309,clear primary partly_cloudy primary partly_cloudy primary bare_ground clear 
stitch_1310,partly_cloudy primary agriculture clear habitation primary road water clear primary clear primary 
stitch_1311,agriculture clear cultivation primary road  agriculture clear habitation primary road clear primary blooming 
stitch_1312,agriculture partly_cloudy primary agriculture clear primary agriculture bare_ground clear primary road agriculture clear primary road water 
stitch_1313,clear primary partly_cloudy primary partly_cloudy primary water clear primary 
stitch_1314,agriculture habitation partly_cloudy primary road  agriculture partly_cloudy primary partly_cloudy primary 
stitch_1315,partly_cloudy primary partly_cloudy primary clear primary clear habitation primary 
stitch_1316,agriculture clear cultivation primary clear primary clear primary clear primary 
stitch_1317,partly_cloudy primary clear primary clear primary  
stitch_1318, agriculture clear primary road water clear primary clear primary 
stitch_1319, clear primary water agriculture clear primary road clear primary road selective_logging 
stitch_1320, clear primary clear primary clear primary 
stitch_1321,agriculture clear primary agriculture clear primary road clear primary agriculture clear primary 
stitch_1322,agriculture clear habitation primary road agriculture habitation partly_cloudy primary road agriculture clear habitation primary road partly_cloudy primary 
stitch_1323,clear primary clear primary  agriculture partly_cloudy primary 
stitch_1324,clear primary clear primary agriculture clear habitation primary road agriculture clear primary 
stitch_1325, clear primary  clear primary 
stitch_1326,agriculture clear cultivation primary water agriculture clear cultivation habitation primary water  agriculture partly_cloudy primary road water 
stitch_1327,clear primary water clear primary agriculture partly_cloudy primary road water agriculture clear habitation primary road 
stitch_1328,artisinal_mine partly_cloudy primary water agriculture clear primary partly_cloudy primary clear primary 
stitch_1329,agriculture clear habitation primary road clear primary agriculture clear primary agriculture cultivation partly_cloudy primary water 
stitch_1330,partly_cloudy primary agriculture clear habitation primary road agriculture partly_cloudy primary water clear primary 
stitch_1331,partly_cloudy primary  agriculture clear habitation primary road agriculture partly_cloudy primary road 
stitch_1332,clear primary clear primary water agriculture clear primary road clear primary 
stitch_1333,clear primary agriculture clear cultivation primary road agriculture partly_cloudy primary water clear primary 
stitch_1334,clear primary partly_cloudy primary clear primary clear primary water 
stitch_1335,agriculture clear habitation primary road agriculture partly_cloudy primary agriculture clear cultivation habitation primary agriculture clear primary 
stitch_1336,agriculture partly_cloudy primary clear cultivation primary water  agriculture clear habitation primary road water 
stitch_1337,agriculture partly_cloudy primary road partly_cloudy primary blooming clear primary clear primary 
stitch_1338,partly_cloudy primary agriculture clear primary road clear primary clear primary 
stitch_1339,agriculture clear habitation primary road clear primary clear primary clear habitation primary water 
stitch_1340,agriculture clear primary road clear primary clear primary agriculture clear primary 
stitch_1341,agriculture partly_cloudy primary agriculture clear primary road clear primary partly_cloudy primary 
stitch_1342, agriculture clear cultivation habitation primary road agriculture clear primary road  
stitch_1343,partly_cloudy primary water partly_cloudy primary agriculture cultivation partly_cloudy primary road partly_cloudy primary 
stitch_1344,clear habitation primary clear primary agriculture clear primary clear primary 
stitch_1345,bare_ground clear primary water agriculture clear cultivation primary road clear primary agriculture clear primary 
stitch_1346,clear primary agriculture clear cultivation primary clear primary agriculture clear cultivation primary 
stitch_1347,agriculture cultivation partly_cloudy primary clear primary clear primary  
stitch_1348,clear primary clear primary clear primary clear primary 
stitch_1349,clear primary clear primary agriculture partly_cloudy primary agriculture clear primary 
stitch_1350,clear primary agriculture clear primary road  agriculture clear cultivation primary 
stitch_1351,partly_cloudy primary clear primary water clear primary agriculture clear primary 
stitch_1352,agriculture clear cultivation primary water clear primary agriculture clear primary agriculture clear habitation primary road 
stitch_1353,clear primary clear primary road water clear primary agriculture partly_cloudy primary 
stitch_1354,agriculture clear cultivation habitation primary road water clear primary clear primary  
stitch_1355, partly_cloudy primary water agriculture clear primary clear primary 
stitch_1356,cloud haze
stitch_1357,clear primary agriculture clear primary road agriculture clear cultivation habitation primary water  
stitch_1358, clear primary clear primary water agriculture clear cultivation primary road 
stitch_1359,clear primary water clear primary partly_cloudy primary clear primary 
stitch_1360,agriculture partly_cloudy primary road clear primary water clear primary clear primary 
stitch_1361,agriculture habitation partly_cloudy primary road agriculture clear primary clear primary road selective_logging agriculture partly_cloudy 
stitch_1362,blooming clear primary clear primary agriculture clear habitation primary road clear primary 
stitch_1363,clear primary clear primary clear primary partly_cloudy primary 
stitch_1364, agriculture clear cultivation habitation primary  agriculture clear cultivation habitation primary road 
stitch_1365,agriculture clear cultivation primary agriculture clear cultivation primary agriculture partly_cloudy primary road clear habitation primary road 
stitch_1366,clear primary agriculture clear cultivation primary road agriculture partly_cloudy primary road clear primary 
stitch_1367,clear cultivation primary road clear primary clear primary agriculture bare_ground clear primary 
stitch_1368,clear primary water agriculture partly_cloudy primary water clear primary clear primary 
stitch_1369,clear primary  clear primary clear primary 
stitch_1370,clear primary agriculture clear cultivation primary clear primary agriculture clear primary 
stitch_1371,clear primary agriculture clear water clear primary agriculture clear primary 
stitch_1372,agriculture clear primary water agriculture partly_cloudy primary selective_logging  agriculture clear cultivation primary water 
stitch_1373,agriculture cultivation partly_cloudy primary clear primary clear primary clear primary water 
stitch_1374,agriculture clear cultivation primary partly_cloudy primary road agriculture clear primary clear water 
stitch_1375,clear primary partly_cloudy primary agriculture clear primary road partly_cloudy primary road water 
stitch_1376,clear primary clear primary water clear primary partly_cloudy primary 
stitch_1377,clear primary clear primary agriculture clear primary clear primary 
stitch_1378,blow_down clear primary agriculture clear primary road partly_cloudy primary agriculture clear primary road 
stitch_1379,clear primary partly_cloudy primary clear primary agriculture clear primary 
stitch_1380,clear primary clear primary clear primary clear primary 
stitch_1381,agriculture clear primary water clear primary clear primary clear primary 
stitch_1382,clear primary clear cultivation primary clear primary agriculture clear primary road 
stitch_1383,partly_cloudy primary agriculture clear habitation primary road  agriculture partly_cloudy primary road 
stitch_1384,agriculture clear primary water clear primary  agriculture clear primary road 
stitch_1385,clear primary  clear primary road water  
stitch_1386,agriculture clear cultivation primary road agriculture clear cultivation primary clear primary clear primary 
stitch_1387, blow_down clear primary agriculture bare_ground clear cultivation habitation primary road clear primary 
stitch_1388,clear primary clear primary road water agriculture clear habitation primary road partly_cloudy primary 
stitch_1389,clear primary  agriculture clear cultivation habitation primary road slash_burn partly_cloudy primary 
stitch_1390,partly_cloudy primary water partly_cloudy primary clear primary road selective_logging partly_cloudy primary 
stitch_1391,partly_cloudy primary agriculture clear primary cultivation partly_cloudy primary agriculture cultivation partly_cloudy primary 
stitch_1392,clear primary partly_cloudy primary road water clear habitation primary water clear primary road 
stitch_1393, agriculture clear cultivation primary clear primary clear primary road 
stitch_1394,clear primary clear primary clear primary clear primary 
stitch_1395,clear primary agriculture partly_cloudy primary water clear primary agriculture clear primary 
stitch_1396,agriculture clear habitation primary road  partly_cloudy primary clear primary 
stitch_1397,clear cultivation primary water clear primary clear primary water clear primary 
stitch_1398,clear primary clear primary clear primary clear primary 
stitch_1399,agriculture clear habitation primary road clear primary clear primary clear primary 
stitch_1400,agriculture clear cultivation primary road agriculture clear primary road clear primary road water clear habitation primary road 
stitch_1401,clear primary clear primary clear cultivation primary agriculture clear cultivation habitation primary road 
stitch_1402,partly_cloudy primary water  partly_cloudy primary clear cultivation primary water 
stitch_1403, clear primary water clear primary water agriculture clear cultivation primary water 
stitch_1404,clear primary clear primary clear primary clear primary 
stitch_1405,agriculture clear primary clear primary clear primary clear primary 
stitch_1406,agriculture clear cultivation habitation primary road  clear primary clear primary 
stitch_1407,blow_down clear primary  clear primary partly_cloudy primary 
